SR Change,Elim,Death,Match Time,Dmg
30.00,6.00,14.00,8,10388.00
28.00,58.00,10.00,15,12512.00
-26.00,30.00,17.00,11,3724.00
26.00,31.00,12.00,15,5636.00
-25.00,28.00,8.00,13,4590.00
-28.00,11.00,5.00,10,2615.00
29.00,11.00,6.00,16,5091.00
-17.00,28.00,16.00,17,9513.00
-24.00,59.00,12.00,8,2710.00
-21.00,31.00,2.00,7,2003.00
-24.00,26.00,9.00,14,7212.00
32.00,4.00,5.00,16,6243.00
-19.00,21.00,19.00,13,7144.00
-25.00,22.00,3.00,16,7057.00
19.00,17.00,7.00,7,9244.00
-18.00,21.00,6.00,12,7058.00
16.00,9.00,3.00,13,8642.00
32.00,26.00,6.00,20,3690.00
17.00,5.00,7.00,11,12710.00
-21.00,9.00,7.00,11,7483.00
22.00,35.00,19.00,14,9349.00
-16.00,3.00,11.00,11,11277.00
26.00,5.00,6.00,8,4556.00
-20.00,25.00,16.00,14,10949.00
-17.00,12.00,8.00,6,4993.00
-29.00,11.00,10.00,4,3757.00
-30.00,7.00,4.00,10,6697.00
-26.00,8.00,10.00,10,1026.00
-21.00,34.00,10.00,8,1782.00
22.00,21.00,4.00,7,5010.00
-22.00,1.00,10.00,7,2471.00
33.00,3.00,9.00,13,4010.00
22.00,28.00,11.00,8,2329.00
-19.00,19.00,3.00,6,4792.00
19.00,12.00,5.00,13,5939.00
-22.00,18.00,5.00,10,4845.00
-23.00,35.00,11.00,15,5042.00
-27.00,31.00,7.00,14,14030.00
23.00,38.00,9.00,7,2409.00
22.00,25.00,5.00,11,2701.00
-19.00,29.00,10.00,11,7834.00
27.00,0.00,6.00,15,3510.00
-22.00,16.00,9.00,20,5367.00
29.00,13.00,8.00,13,10708.00
-25.00,5.00,7.00,10,9800.00
-17.00,17.00,7.00,9,3665.00
29.00,13.00,11.00,16,2985.00
27.00,7.00,10.00,15,6947.00
-22.00,18.00,7.00,14,1507.00
-23.00,21.00,13.00,17,8945.00
-29.00,15.00,14.00,9,3396.00
17.00,15.00,6.00,8,6809.00
-26.00,25.00,11.00,7,5361.00
-25.00,18.00,8.00,11,2263.00
-19.00,28.00,12.00,13,7495.00
-15.00,26.00,9.00,12,3026.00
-23.00,58.00,4.00,7,17208.00
26.00,29.00,4.00,15,6143.00
-26.00,12.00,13.00,6,2961.00
21.00,24.00,13.00,14,6722.00
24.00,19.00,6.00,15,9495.00
18.00,19.00,16.00,10,4343.00
-16.00,30.00,7.00,4,4530.00
27.00,50.00,12.00,11,1694.00
-28.00,12.00,6.00,12,2100.00
26.00,19.00,3.00,6,4039.00
-26.00,15.00,9.00,17,3920.00
-27.00,10.00,15.00,19,11563.00
29.00,16.00,3.00,13,8683.00
-16.00,4.00,9.00,14,7495.00
24.00,15.00,5.00,14,7610.00
-26.00,31.00,16.00,11,6003.00
-22.00,24.00,11.00,10,10320.00
-20.00,12.00,6.00,11,5439.00
22.00,18.00,7.00,8,6805.00
21.00,35.00,9.00,17,5514.00
-20.00,6.00,17.00,10,6747.00
-24.00,28.00,10.00,19,8820.00
31.00,7.00,21.00,13,7313.00
33.00,30.00,11.00,12,5276.00
-32.00,10.00,6.00,12,3867.00
27.00,7.00,14.00,13,4493.00
20.00,35.00,11.00,16,2548.00
23.00,22.00,8.00,10,3035.00
33.00,23.00,9.00,16,3941.00
-28.00,39.00,7.00,4,7176.00
26.00,31.00,10.00,8,7119.00
23.00,30.00,8.00,14,5275.00
24.00,19.00,4.00,12,3109.00
31.00,11.00,6.00,15,362.00
-21.00,34.00,9.00,10,4907.00
-22.00,24.00,13.00,11,6814.00
28.00,22.00,2.00,10,7440.00
-28.00,25.00,8.00,9,9712.00
-23.00,18.00,9.00,11,2674.00
-18.00,17.00,8.00,13,5539.00
-22.00,24.00,10.00,15,4205.00
27.00,19.00,8.00,12,6969.00
-18.00,20.00,15.00,12,5219.00
29.00,21.00,15.00,5,3522.00
-24.00,4.00,0.00,9,5424.00
17.00,28.00,7.00,24,2709.00
-22.00,51.00,10.00,8,3948.00
-29.00,12.00,9.00,10,8477.00
-18.00,20.00,9.00,18,7098.00
18.00,37.00,8.00,12,10240.00
20.00,3.00,9.00,7,3738.00
-29.00,37.00,11.00,10,6410.00
-23.00,21.00,8.00,9,2366.00
-22.00,12.00,4.00,6,5974.00
20.00,23.00,9.00,10,3364.00
22.00,8.00,10.00,12,4908.00
-26.00,22.00,5.00,12,5901.00
28.00,29.00,17.00,15,5378.00
28.00,22.00,9.00,7,3211.00
25.00,27.00,8.00,11,1810.00
21.00,21.00,8.00,9,3982.00
-27.00,10.00,11.00,11,7409.00
18.00,24.00,12.00,15,10296.00
23.00,32.00,15.00,14,3596.00
-20.00,7.00,7.00,13,8380.00
-24.00,15.00,17.00,15,2492.00
-20.00,32.00,9.00,12,4441.00
19.00,28.00,8.00,14,7071.00
21.00,14.00,8.00,9,7269.00
19.00,10.00,8.00,12,5319.00
-17.00,23.00,11.00,12,5126.00
-25.00,19.00,5.00,5,4073.00
-20.00,31.00,3.00,12,2148.00
-25.00,9.00,10.00,17,5064.00
31.00,12.00,5.00,12,9418.00
-21.00,9.00,5.00,4,2277.00
19.00,14.00,13.00,13,6715.00
15.00,25.00,12.00,14,10879.00
-24.00,9.00,4.00,11,1882.00
24.00,22.00,8.00,16,5375.00
-19.00,18.00,10.00,16,6070.00
-25.00,1.00,10.00,16,3751.00
32.00,11.00,15.00,11,8027.00
-29.00,28.00,9.00,10,6302.00
24.00,16.00,11.00,13,4028.00
22.00,17.00,7.00,11,10837.00
-26.00,13.00,10.00,4,2426.00
36.00,20.00,18.00,17,1665.00
33.00,23.00,6.00,5,4188.00
-26.00,23.00,10.00,14,1445.00
27.00,23.00,16.00,13,2230.00
23.00,22.00,4.00,4,1667.00
-21.00,16.00,6.00,11,6597.00
20.00,17.00,11.00,20,1003.00
20.00,19.00,10.00,7,7222.00
34.00,28.00,8.00,11,2005.00
31.00,26.00,7.00,17,3478.00
17.00,58.00,8.00,13,9212.00
18.00,15.00,5.00,13,7724.00
30.00,13.00,11.00,12,4255.00
15.00,40.00,5.00,4,3939.00
22.00,0.00,8.00,8,9868.00
-17.00,25.00,4.00,15,8593.00
-24.00,29.00,15.00,17,5835.00
17.00,16.00,9.00,13,3873.00
25.00,10.00,16.00,15,3145.00
32.00,34.00,14.00,8,1782.00
30.00,10.00,4.00,9,7261.00
-21.00,8.00,11.00,13,5971.00
-22.00,2.00,12.00,13,6698.00
22.00,12.00,19.00,17,1382.00
-22.00,27.00,9.00,16,4592.00
26.00,19.00,4.00,7,4095.00
-17.00,16.00,6.00,15,946.00
23.00,24.00,8.00,6,6752.00
-20.00,14.00,9.00,19,4828.00
28.00,42.00,12.00,6,6652.00
36.00,11.00,9.00,4,5542.00
13.00,1.00,5.00,7,-140.00
20.00,17.00,7.00,17,9269.00
22.00,21.00,9.00,4,2820.00
26.00,12.00,5.00,19,2804.00
-22.00,23.00,8.00,7,8336.00
26.00,30.00,15.00,16,3508.00
-17.00,18.00,8.00,11,4614.00
30.00,14.00,10.00,6,5008.00
-28.00,27.00,2.00,15,5354.00
-20.00,40.00,2.00,9,7397.00
-27.00,34.00,12.00,14,13315.00
20.00,36.00,13.00,10,7317.00
26.00,19.00,11.00,13,3075.00
32.00,21.00,6.00,15,2017.00
26.00,31.00,7.00,13,1995.00
23.00,3.00,4.00,19,8029.00
-22.00,27.00,5.00,12,10373.00
22.00,8.00,16.00,6,10194.00
-19.00,11.00,13.00,8,5269.00
-28.00,12.00,11.00,14,5951.00
-24.00,16.00,12.00,6,10473.00
26.00,13.00,17.00,14,1608.00
22.00,30.00,2.00,9,9322.00
-26.00,37.00,4.00,14,5573.00
-22.00,19.00,14.00,16,9433.00
-20.00,26.00,3.00,13,7906.00
-21.00,23.00,2.00,16,12158.00
27.00,14.00,13.00,8,7243.00
-23.00,8.00,8.00,16,8110.00
23.00,28.00,8.00,13,5015.00
-26.00,11.00,11.00,13,7490.00
-21.00,2.00,7.00,9,3686.00
-23.00,23.00,5.00,13,13182.00
-28.00,20.00,16.00,15,2100.00
26.00,24.00,7.00,15,8574.00
-25.00,19.00,11.00,19,9786.00
25.00,18.00,3.00,12,7579.00
-24.00,30.00,9.00,12,3076.00
-26.00,21.00,11.00,13,4538.00
-19.00,16.00,12.00,12,4514.00
-22.00,8.00,9.00,17,10195.00
27.00,4.00,4.00,15,2006.00
28.00,6.00,12.00,15,8553.00
-29.00,16.00,5.00,14,5032.00
20.00,26.00,3.00,18,3892.00
20.00,30.00,2.00,17,8092.00
-19.00,6.00,8.00,13,5429.00
28.00,17.00,9.00,14,1231.00
-24.00,10.00,9.00,6,9808.00
28.00,21.00,3.00,13,7442.00
24.00,10.00,11.00,16,3352.00
30.00,9.00,14.00,14,1481.00
24.00,18.00,4.00,13,3042.00
-23.00,15.00,12.00,9,12100.00
27.00,12.00,5.00,16,13713.00
-16.00,13.00,13.00,9,7757.00
-27.00,25.00,15.00,15,4699.00
17.00,14.00,3.00,15,4253.00
34.00,4.00,13.00,7,5886.00
-20.00,17.00,4.00,15,5071.00
27.00,11.00,12.00,8,6284.00
13.00,27.00,9.00,14,3024.00
28.00,33.00,8.00,21,4110.00
-19.00,8.00,10.00,12,4466.00
-18.00,18.00,11.00,14,6900.00
22.00,11.00,3.00,13,5061.00
17.00,22.00,6.00,15,5802.00
-23.00,15.00,9.00,15,2941.00
-25.00,32.00,12.00,17,6035.00
29.00,22.00,13.00,14,4827.00
-21.00,28.00,13.00,13,9520.00
-19.00,24.00,5.00,14,9704.00
21.00,23.00,7.00,9,7658.00
22.00,21.00,9.00,11,8901.00
19.00,14.00,14.00,19,9994.00
-23.00,7.00,16.00,7,4785.00
26.00,12.00,3.00,17,5615.00
-24.00,12.00,7.00,14,5405.00
-18.00,16.00,9.00,14,8243.00
18.00,29.00,11.00,10,6450.00
-30.00,26.00,9.00,13,3450.00
-24.00,8.00,12.00,21,9884.00
-19.00,33.00,4.00,12,7383.00
-26.00,54.00,11.00,12,6172.00
-26.00,37.00,10.00,10,7666.00
-25.00,25.00,3.00,12,8396.00
-18.00,33.00,9.00,8,8584.00
-29.00,10.00,4.00,14,1430.00
29.00,20.00,10.00,8,5099.00
-22.00,21.00,8.00,11,7460.00
24.00,9.00,10.00,15,10244.00
20.00,14.00,7.00,7,6689.00
27.00,16.00,10.00,13,9958.00
-22.00,23.00,14.00,9,9767.00
-22.00,2.00,11.00,14,6060.00
24.00,40.00,2.00,13,7654.00
17.00,18.00,5.00,4,6664.00
19.00,26.00,8.00,11,5607.00
-29.00,26.00,11.00,8,3630.00
-20.00,21.00,5.00,17,5172.00
13.00,15.00,10.00,11,12224.00
-23.00,4.00,9.00,12,5945.00
25.00,60.00,6.00,11,7303.00
-20.00,21.00,7.00,16,5836.00
29.00,13.00,7.00,6,8053.00
-20.00,27.00,6.00,4,4611.00
-23.00,20.00,14.00,15,5358.00
23.00,31.00,5.00,8,167.00
29.00,4.00,16.00,7,8106.00
26.00,14.00,10.00,11,6775.00
22.00,10.00,11.00,4,4193.00
20.00,11.00,12.00,13,10088.00
27.00,16.00,10.00,15,5462.00
25.00,19.00,13.00,4,13210.00
30.00,22.00,13.00,14,2722.00
21.00,1.00,8.00,10,5419.00
-19.00,31.00,8.00,16,9432.00
25.00,17.00,1.00,11,5180.00
-17.00,22.00,11.00,12,1843.00
28.00,37.00,13.00,9,1908.00
25.00,8.00,10.00,9,5882.00
22.00,51.00,7.00,12,5895.00
28.00,27.00,14.00,16,6458.00
-28.00,15.00,8.00,12,2388.00
17.00,8.00,15.00,16,7055.00
27.00,20.00,8.00,14,4267.00
27.00,2.00,13.00,16,4353.00
-18.00,17.00,5.00,8,8215.00
25.00,12.00,5.00,12,10162.00
-23.00,17.00,11.00,17,5016.00
30.00,13.00,8.00,10,5050.00
32.00,27.00,6.00,18,3534.00
-24.00,19.00,9.00,9,10775.00
30.00,21.00,12.00,13,6560.00
15.00,5.00,14.00,13,2722.00
-23.00,22.00,9.00,5,13563.00
-33.00,28.00,14.00,5,4712.00
22.00,26.00,12.00,10,2655.00
-24.00,31.00,4.00,4,2293.00
31.00,8.00,5.00,16,6515.00
14.00,41.00,13.00,16,2654.00
-17.00,9.00,13.00,13,7247.00
27.00,21.00,5.00,8,7224.00
27.00,9.00,4.00,12,2038.00
26.00,20.00,4.00,11,5377.00
27.00,9.00,9.00,8,9754.00
26.00,41.00,10.00,23,6188.00
18.00,26.00,4.00,9,8567.00
-19.00,33.00,6.00,16,7234.00
-25.00,14.00,10.00,17,17229.00
25.00,27.00,5.00,19,3791.00
27.00,37.00,10.00,12,5014.00
-17.00,26.00,8.00,11,12650.00
-27.00,21.00,16.00,13,3844.00
26.00,18.00,12.00,9,5872.00
-28.00,30.00,11.00,15,2903.00
26.00,2.00,11.00,20,6019.00
32.00,16.00,2.00,17,834.00
-27.00,1.00,22.00,8,2690.00
-23.00,34.00,12.00,11,3615.00
26.00,29.00,8.00,13,7309.00
-25.00,7.00,5.00,10,4120.00
28.00,22.00,11.00,5,7543.00
22.00,32.00,18.00,10,6094.00
-26.00,32.00,9.00,13,9755.00
25.00,14.00,13.00,7,7407.00
-20.00,19.00,4.00,4,7542.00
25.00,22.00,8.00,14,6468.00
-24.00,12.00,16.00,22,6078.00
34.00,24.00,14.00,10,1440.00
-30.00,15.00,4.00,6,1253.00
30.00,54.00,7.00,10,9253.00
-29.00,8.00,7.00,16,4131.00
19.00,9.00,14.00,12,6118.00
29.00,4.00,8.00,6,9736.00
-24.00,12.00,12.00,6,2525.00
23.00,20.00,11.00,16,6181.00
25.00,23.00,3.00,11,4535.00
22.00,19.00,9.00,10,5964.00
-21.00,42.00,11.00,12,7324.00
-15.00,11.00,15.00,12,4224.00
25.00,8.00,15.00,10,5239.00
-24.00,20.00,20.00,12,5049.00
-29.00,11.00,3.00,12,6190.00
24.00,18.00,7.00,11,7372.00
23.00,24.00,10.00,14,3352.00
24.00,42.00,13.00,16,3577.00
31.00,14.00,9.00,12,470.00
-20.00,19.00,9.00,11,4085.00
22.00,19.00,11.00,17,10146.00
19.00,41.00,7.00,15,6940.00
28.00,4.00,5.00,12,6328.00
21.00,21.00,11.00,9,3540.00
-24.00,28.00,9.00,16,12565.00
23.00,10.00,13.00,17,1042.00
-29.00,21.00,6.00,15,4974.00
20.00,30.00,17.00,16,6456.00
32.00,34.00,8.00,10,4114.00
-26.00,4.00,3.00,11,2564.00
22.00,2.00,9.00,15,9570.00
19.00,28.00,12.00,13,4259.00
-18.00,50.00,7.00,14,4095.00
-26.00,22.00,7.00,9,5294.00
-18.00,27.00,11.00,23,5893.00
17.00,19.00,11.00,16,9670.00
-21.00,30.00,17.00,9,3643.00
-25.00,37.00,16.00,10,2546.00
-21.00,15.00,3.00,15,8155.00
-27.00,17.00,9.00,14,4984.00
30.00,35.00,14.00,6,4378.00
-19.00,23.00,2.00,12,4059.00
24.00,31.00,14.00,19,8100.00
27.00,35.00,10.00,10,5792.00
-26.00,26.00,8.00,12,9620.00
29.00,9.00,11.00,11,1869.00
-28.00,24.00,10.00,13,12215.00
-21.00,25.00,9.00,11,5012.00
-22.00,38.00,9.00,10,7238.00
-19.00,8.00,15.00,12,13165.00
-22.00,13.00,4.00,15,6481.00
21.00,28.00,7.00,16,2973.00
-21.00,24.00,10.00,14,6492.00
18.00,29.00,14.00,7,4087.00
24.00,6.00,5.00,13,6990.00
24.00,26.00,12.00,10,5495.00
25.00,17.00,6.00,8,5839.00
29.00,29.00,15.00,10,4200.00
22.00,32.00,6.00,3,3749.00
-23.00,35.00,8.00,16,4894.00
22.00,26.00,9.00,14,5897.00
20.00,14.00,7.00,10,8932.00
19.00,18.00,8.00,8,13978.00
24.00,34.00,11.00,15,6241.00
-17.00,34.00,16.00,15,6250.00
-31.00,29.00,15.00,14,2230.00
-25.00,21.00,14.00,13,7237.00
20.00,40.00,8.00,6,2163.00
-28.00,33.00,8.00,16,5599.00
-20.00,21.00,6.00,14,2227.00
20.00,33.00,9.00,13,7542.00
18.00,24.00,3.00,10,6825.00
-21.00,20.00,7.00,12,3920.00
-28.00,24.00,5.00,16,10728.00
-23.00,34.00,10.00,13,5378.00
-24.00,17.00,16.00,13,4296.00
-17.00,24.00,5.00,14,7547.00
30.00,41.00,3.00,10,6035.00
16.00,-1.00,6.00,15,9410.00
32.00,34.00,4.00,9,6530.00
-27.00,13.00,3.00,12,4446.00
25.00,9.00,8.00,8,8289.00
-25.00,21.00,8.00,13,5469.00
28.00,0.00,7.00,17,1956.00
33.00,13.00,8.00,14,16260.00
-21.00,17.00,16.00,10,1710.00
-19.00,32.00,11.00,11,9768.00
-33.00,23.00,2.00,11,4480.00
-25.00,29.00,13.00,5,4646.00
23.00,4.00,14.00,5,4214.00
-32.00,11.00,7.00,21,2599.00
29.00,26.00,11.00,13,4794.00
-21.00,19.00,11.00,9,9340.00
-26.00,29.00,4.00,5,4828.00
-22.00,23.00,15.00,13,3850.00
-17.00,23.00,3.00,17,7442.00
23.00,-1.00,7.00,12,9280.00
-20.00,9.00,3.00,8,6619.00
34.00,21.00,13.00,8,11510.00
26.00,12.00,10.00,9,12838.00
19.00,40.00,16.00,19,6416.00
-24.00,24.00,11.00,9,7693.00
-23.00,30.00,11.00,9,6411.00
-30.00,25.00,14.00,16,10448.00
29.00,1.00,10.00,12,1865.00
-21.00,13.00,4.00,17,6716.00
23.00,38.00,10.00,13,3996.00
18.00,8.00,5.00,6,6463.00
-23.00,28.00,16.00,19,6541.00
-24.00,37.00,10.00,14,5846.00
32.00,16.00,6.00,13,9874.00
-24.00,16.00,5.00,11,3919.00
-25.00,19.00,17.00,10,19.00
22.00,6.00,4.00,15,2388.00
-24.00,22.00,8.00,9,1839.00
-25.00,19.00,11.00,16,1615.00
22.00,11.00,9.00,14,5510.00
-27.00,18.00,9.00,15,9053.00
-26.00,10.00,7.00,14,3223.00
25.00,10.00,5.00,12,5574.00
-23.00,22.00,15.00,10,7055.00
19.00,38.00,8.00,5,8969.00
-19.00,34.00,10.00,15,7416.00
-26.00,27.00,15.00,19,5182.00
20.00,20.00,9.00,11,4271.00
17.00,17.00,15.00,13,4769.00
16.00,27.00,7.00,13,6612.00
-25.00,30.00,8.00,17,8848.00
-29.00,22.00,8.00,16,7749.00
22.00,14.00,7.00,8,2654.00
34.00,8.00,8.00,16,2631.00
26.00,40.00,6.00,8,767.00
19.00,32.00,6.00,13,13181.00
18.00,31.00,9.00,11,2303.00
21.00,29.00,7.00,8,3871.00
-28.00,14.00,8.00,17,7074.00
-24.00,37.00,9.00,13,5588.00
17.00,10.00,10.00,13,10299.00
-20.00,18.00,12.00,6,5337.00
-24.00,13.00,10.00,14,6305.00
-27.00,10.00,11.00,12,9989.00
-27.00,27.00,10.00,12,4221.00
-20.00,26.00,14.00,5,6322.00
17.00,19.00,8.00,9,6362.00
24.00,22.00,11.00,12,5098.00
19.00,29.00,12.00,9,11154.00
-30.00,30.00,11.00,10,7457.00
25.00,15.00,4.00,20,5801.00
26.00,37.00,9.00,13,5483.00
27.00,9.00,11.00,9,4113.00
23.00,19.00,5.00,9,2544.00
-22.00,4.00,8.00,10,8222.00
17.00,15.00,11.00,11,4137.00
-21.00,15.00,10.00,13,15972.00
-20.00,12.00,17.00,13,8391.00
30.00,19.00,11.00,16,7643.00
24.00,35.00,13.00,8,4581.00
-31.00,22.00,10.00,4,1344.00
23.00,7.00,10.00,14,12041.00
18.00,16.00,7.00,7,11429.00
25.00,13.00,15.00,15,7999.00
26.00,12.00,8.00,13,3756.00
31.00,28.00,8.00,11,5756.00
25.00,21.00,8.00,15,3366.00
23.00,25.00,8.00,9,9568.00
-27.00,23.00,12.00,5,3961.00
31.00,16.00,17.00,13,10824.00
21.00,24.00,15.00,16,7259.00
-21.00,21.00,10.00,12,5286.00
21.00,23.00,6.00,12,2089.00
25.00,20.00,17.00,8,4581.00
-27.00,24.00,14.00,18,11573.00
24.00,14.00,9.00,7,8591.00
-28.00,16.00,14.00,19,4502.00
22.00,38.00,14.00,9,4196.00
19.00,20.00,5.00,11,7336.00
18.00,1.00,6.00,12,6199.00
22.00,16.00,5.00,14,6196.00
-21.00,24.00,4.00,14,2118.00
14.00,14.00,12.00,13,7950.00
-25.00,23.00,6.00,12,6973.00
-14.00,14.00,10.00,16,7205.00
-31.00,28.00,5.00,14,2051.00
18.00,54.00,2.00,6,2593.00
-18.00,16.00,9.00,11,5158.00
-24.00,61.00,6.00,14,6160.00
-26.00,28.00,12.00,20,2299.00
37.00,17.00,14.00,17,4383.00
-23.00,24.00,6.00,12,3703.00
-18.00,16.00,9.00,11,7572.00
33.00,12.00,15.00,8,9035.00
30.00,30.00,5.00,11,5354.00
-19.00,32.00,10.00,21,7635.00
-32.00,23.00,6.00,5,3905.00
-30.00,23.00,5.00,11,2248.00
21.00,28.00,5.00,9,5935.00
-26.00,9.00,18.00,14,5175.00
-19.00,39.00,15.00,14,8763.00
-23.00,26.00,8.00,10,5301.00
26.00,20.00,6.00,13,5515.00
27.00,14.00,6.00,9,8841.00
-24.00,19.00,11.00,16,5601.00
-26.00,16.00,9.00,4,9057.00
-29.00,13.00,14.00,12,206.00
-24.00,28.00,10.00,15,11459.00
-21.00,36.00,11.00,11,4985.00
-21.00,24.00,10.00,9,12511.00
27.00,13.00,15.00,11,5131.00
28.00,5.00,10.00,13,7028.00
24.00,10.00,10.00,11,5595.00
18.00,10.00,8.00,14,2388.00
21.00,25.00,6.00,17,8264.00
26.00,13.00,10.00,10,6358.00
26.00,29.00,12.00,8,6385.00
31.00,10.00,18.00,13,2746.00
16.00,26.00,17.00,17,3937.00
-18.00,5.00,14.00,9,4366.00
19.00,9.00,15.00,15,9122.00
-24.00,3.00,18.00,10,3517.00
-25.00,21.00,10.00,10,3711.00
22.00,35.00,6.00,5,3356.00
22.00,14.00,13.00,12,3405.00
-20.00,21.00,4.00,9,4914.00
-23.00,11.00,6.00,6,6024.00
-24.00,20.00,4.00,10,4347.00
24.00,14.00,9.00,6,8257.00
24.00,19.00,14.00,4,5617.00
25.00,23.00,3.00,10,7778.00
24.00,41.00,13.00,14,5514.00
-23.00,33.00,14.00,8,10509.00
-20.00,41.00,7.00,16,7504.00
-27.00,13.00,18.00,15,1926.00
23.00,29.00,11.00,12,7539.00
37.00,5.00,10.00,12,9234.00
-20.00,18.00,15.00,6,6590.00
23.00,22.00,4.00,17,2559.00
33.00,29.00,11.00,7,8193.00
-18.00,17.00,9.00,12,2096.00
14.00,2.00,13.00,15,962.00
-26.00,17.00,4.00,12,3353.00
28.00,13.00,7.00,7,8003.00
21.00,15.00,4.00,10,3805.00
22.00,34.00,9.00,8,9070.00
26.00,16.00,10.00,14,16166.00
24.00,5.00,3.00,23,8806.00
-23.00,2.00,12.00,4,2422.00
25.00,17.00,12.00,15,4726.00
-21.00,22.00,5.00,5,4404.00
28.00,14.00,11.00,8,4952.00
31.00,42.00,10.00,12,13565.00
25.00,35.00,7.00,23,6260.00
29.00,10.00,4.00,15,6693.00
27.00,17.00,8.00,13,4441.00
23.00,21.00,18.00,8,4193.00
-23.00,27.00,11.00,16,5562.00
-25.00,26.00,7.00,15,4065.00
21.00,5.00,12.00,18,7213.00
-23.00,10.00,10.00,17,5187.00
26.00,9.00,17.00,8,6044.00
-19.00,15.00,9.00,7,4101.00
26.00,8.00,12.00,12,8933.00
-25.00,21.00,9.00,11,1572.00
-18.00,23.00,7.00,12,1581.00
24.00,10.00,8.00,14,3980.00
23.00,18.00,9.00,13,2596.00
-24.00,9.00,9.00,13,9470.00
17.00,15.00,11.00,6,9846.00
28.00,27.00,18.00,16,6860.00
35.00,10.00,14.00,12,5553.00
19.00,19.00,11.00,12,2264.00
-25.00,12.00,12.00,10,5937.00
19.00,10.00,11.00,8,9827.00
-21.00,4.00,13.00,11,10286.00
-27.00,20.00,12.00,16,9575.00
30.00,12.00,11.00,17,10345.00
15.00,21.00,11.00,13,2449.00
27.00,25.00,2.00,7,3135.00
-27.00,12.00,2.00,13,7170.00
24.00,34.00,15.00,9,7246.00
21.00,45.00,12.00,16,6587.00
23.00,19.00,14.00,13,2599.00
-20.00,7.00,7.00,8,8844.00
29.00,24.00,7.00,14,3856.00
22.00,25.00,8.00,9,7691.00
25.00,39.00,2.00,12,2678.00
25.00,24.00,7.00,14,4260.00
25.00,29.00,5.00,9,9710.00
26.00,29.00,8.00,13,3904.00
-19.00,7.00,6.00,8,13811.00
-24.00,18.00,11.00,13,3729.00
21.00,20.00,7.00,13,6411.00
-22.00,10.00,13.00,9,5966.00
16.00,24.00,9.00,9,3378.00
24.00,11.00,19.00,7,9016.00
20.00,36.00,6.00,6,7335.00
-22.00,35.00,6.00,14,4811.00
27.00,9.00,3.00,6,3831.00
18.00,34.00,12.00,12,3725.00
20.00,20.00,7.00,16,10304.00
-25.00,5.00,6.00,13,7584.00
24.00,31.00,13.00,13,9276.00
-17.00,3.00,9.00,10,3346.00
23.00,3.00,8.00,10,5097.00
26.00,16.00,16.00,10,1265.00
20.00,27.00,7.00,14,2796.00
-25.00,38.00,9.00,16,4371.00
-15.00,14.00,8.00,22,7713.00
16.00,28.00,10.00,13,7431.00
-21.00,31.00,15.00,18,2829.00
20.00,24.00,11.00,10,7771.00
24.00,26.00,11.00,7,7234.00
-20.00,16.00,5.00,14,4780.00
-24.00,15.00,4.00,4,8408.00
-21.00,25.00,9.00,12,12488.00
22.00,16.00,16.00,16,4194.00
28.00,42.00,9.00,14,6339.00
22.00,5.00,10.00,11,3490.00
28.00,12.00,11.00,11,4027.00
-19.00,51.00,8.00,11,5346.00
37.00,19.00,6.00,16,2443.00
-22.00,33.00,18.00,14,9543.00
18.00,30.00,7.00,9,2839.00
28.00,6.00,11.00,8,7283.00
24.00,27.00,9.00,14,5959.00
-24.00,9.00,8.00,10,4096.00
-24.00,17.00,10.00,7,5478.00
-21.00,15.00,14.00,14,5639.00
22.00,30.00,7.00,7,4414.00
23.00,29.00,21.00,16,5409.00
20.00,26.00,11.00,18,4216.00
-26.00,27.00,10.00,14,510.00
28.00,8.00,7.00,16,6292.00
-21.00,40.00,9.00,7,6589.00
24.00,12.00,2.00,17,5336.00
22.00,15.00,10.00,22,6662.00
27.00,16.00,7.00,15,2427.00
26.00,32.00,14.00,9,5438.00
-23.00,13.00,9.00,15,5699.00
22.00,28.00,10.00,12,6221.00
-23.00,25.00,7.00,16,3900.00
-27.00,28.00,11.00,15,2702.00
23.00,16.00,9.00,15,4802.00
-21.00,30.00,9.00,10,5041.00
-22.00,58.00,8.00,11,2983.00
-27.00,20.00,11.00,14,4631.00
28.00,13.00,10.00,9,4081.00
-17.00,38.00,11.00,15,6351.00
24.00,26.00,12.00,8,2866.00
34.00,38.00,7.00,14,8520.00
-26.00,16.00,12.00,7,2978.00
-33.00,7.00,16.00,4,9356.00
-33.00,17.00,7.00,12,2391.00
-24.00,21.00,4.00,13,4004.00
27.00,26.00,5.00,11,5632.00
-11.00,28.00,16.00,13,8405.00
-22.00,8.00,6.00,9,3693.00
-27.00,31.00,10.00,15,6008.00
-17.00,38.00,15.00,6,10183.00
-21.00,14.00,12.00,15,8221.00
-21.00,33.00,4.00,19,6555.00
-17.00,23.00,13.00,10,9834.00
-24.00,9.00,11.00,10,6036.00
22.00,25.00,2.00,13,5685.00
-28.00,25.00,2.00,15,6666.00
-26.00,10.00,10.00,15,5977.00
28.00,23.00,12.00,12,4960.00
-22.00,12.00,14.00,13,3381.00
21.00,15.00,7.00,11,5273.00
27.00,17.00,8.00,6,10866.00
32.00,31.00,12.00,5,4375.00
-19.00,21.00,14.00,14,9947.00
22.00,18.00,12.00,20,5053.00
24.00,35.00,9.00,15,7941.00
22.00,7.00,10.00,13,3557.00
30.00,25.00,3.00,12,4050.00
